-96 10 265 1976 35 1121 45 16 129 434 179 2287 158 754 140 2278 133 1069 46 1185 179 179 180 1158
-97 10 324 10851 134 1083 13 1712 112 2002 134 1628 138 23 136 404 127 1018 166 1017 178 136 3 365
-98 10 807 10824 216 1071 187 2200 62 146 32 2122 19 867 42 1741 200 975 223 2013 246 1343 19 2397
-99 10 1247 12920 164 1685 50 80 217 2023 74 529 248 543 162 1466 90 1905 203 754 24 641 100 1839
-100 10 478 1022 186 2405 185 2342 30 644 152 92 210 229 178 257 172 1767 152 1564 18 1677 104 2008
-101 10 343 3472 102 1749 239 1406 119 2082 203 1222 59 839 211 605 104 1204 213 1605 74 195 202 1994
-102 10 890 1408 233 500 27 498 160 898 139 1832 100 854 70 435 116 1655 167 2059 211 699 111 1670
-103 10 13 1257 108 1464 145 647 1 2332 246 2221 83 2104 204 1414 192 83 141 2153 91 307 138 2074
-104 10 441 8852 114 891 145 955 142 1876 146 301 136 2183 220 1399 234 1777 210 2036 3 505 36 1363
-105 10 389 8711 194 1462 101 788 107 965 204 42 250 1690 175 353 52 1423 41 1772 78 1927 220 1809
-106 10 650 12523 186 1678 171 1164 38 1260 90 2033 97 521 187 981 177 1986 30 2 215 1361 130 1890
-107 10 190 4984 236 1196 72 375 33 1493 180 1739 88 141 223 316 10 1690 102 219 183 1363 237 1320
-108 10 938 4990 45 1394 129 1548 98 1371 238 1647 216 622 143 48 91 843 94 1056 83 1559 215 1493
-109 10 200 1520 173 315 13 1988 78 374 180 461 85 2210 16 2433 63 2217 24 393 155 361 27 739
-110 10 228 7725 129 2461 212 966 51 8 247 231 28 161 79 445 163 1011 215 821 77 1554 100 1860
-111 10 573 7047 44 1104 220 387 128 713 84 1 167 1674 120 1263 112 2381 38 850 126 690 121 966
-112 10 884 16505 90 377 91 1334 215 832 55 2490 98 2070 133 1852 124 897 230 49 112 2026 10 2109
-113 10 1215 16968 163 940 178 1738 147 1784 143 542 75 944 1 388 199 909 143 2133 178 2136 95 454
-114 10 400 4657 91 700 136 2435 179 439 162 1102 227 2338 235 1246 35 209 56 1140 108 856 31 309
-115 10 146 4199 249 1555 179 1047 153 727 157 1675 125 2220 63 1878 145 2124 41 808 118 1685 224 1231
-116 10 799 14410 31 1035 226 2232 249 2477 75 1301 6 623 90 578 87 612 116 595 130 1933 211 753
-117 10 329 6150 120 902 226 2145 151 538 191 1984 108 174 206 769 224 512 40 1217 36 1090 241 1083
-118 10 425 4487 186 1748 205 1173 118 615 46 773 147 2219 19 1498 2 1084 160 759 163 1360 222 1008
-119 10 1247 15252 180 622 227 1594 60 801 231 2457 107 721 134 98 76 1610 190 691 1 222 64 2065
-120 10 866 16861 185 1948 40 1075 14 446 244 1886 173 1921 95 1777 120 1065 206 2145 66 990 184 1606
-121 10 443 468 94 665 143 2146 41 875 237 988 58 205 195 76 233 883 223 75 31 311 31 898
-122 10 269 4269 237 719 248 2017 59 1111 250 2269 60 1340 182 1770 161 43 20 1661 28 104 240 407
-123 10 582 10594 131 578 220 1468 167 2128 71 2485 245 574 216 1903 163 642 205 1056 45 554 91 613
-124 10 816 3447 34 1111 3 1422 140 1187 67 1050 121 1618 152 290 141 1285 234 687 7 2226 158 1449
-125 10 799 2770 5 669 122 1854 98 1054 174 823 227 1647 194 1625 96 1379 46 1541 184 459 37 1111
-126 10 1292 12642 127 2310 226 778 171 889 116 972 239 312 115 1492 50 1356 90 2194 195 560 118 1109
-127 10 287 8685 134 2316 148 1733 3 1366 55 393 119 1441 137 841 46 721 31 185 39 1478 85 252
-128 10 1136 14265 190 306 208 779 58 1255 25 832 109 534 39 764 114 2024 212 1712 210 563 213 1216
-129 10 944 8751 31 245 103 1081 13 1957 166 1571 69 1057 155 85 169 335 229 2255 38 898 183 210
-130 10 530 12997 236 1976 161 2038 232 175 108 366 70 2206 8 943 24 306 148 584 170 463 234 2005
-131 10 1478 18514 244 2295 185 410 93 1575 199 1585 115 2285 158 22 187 1930 172 162 250 1620 192 1122
-132 10 550 10443 169 1484 44 663 215 248 35 1891 123 2358 248 935 36 1002 125 877 25 2089 154 208
-133 10 118 1877 249 2009 225 1198 89 825 98 1808 181 386 178 136 237 1896 208 1956 126 581 26 2002
-134 10 427 3637 33 2428 109 736 107 1488 84 2161 66 507 240 1209 45 678 119 883 227 1208 15 1559
-135 10 746 18713 241 413 79 247 202 2036 38 1549 26 1994 75 1994 3 1890 139 2488 16 2164 34 736
-136 10 98 2315 23 1101 67 529 159 2492 228 2373 17 144 26 2063 219 221 213 1274 238 2301 245 208
-137 10 371 13962 225 796 191 926 187 285 12 1651 140 2389 204 467 67 61 64 2226 157 1664 49 1393
-138 10 59 1019 135 1301 159 11 180 366 122 856 223 149 191 879 82 1027 99 2049 60 1725 34 1615
-139 10 698 3112 97 2334 85 265 58 626 174 1668 216 844 146 936 217 869 144 1055 245 2001 13 1857
-140 10 1062 17449 243 2401 208 1757 103 1341 50 1280 79 339 14 698 59 701 186 18 243 1503 198 2382
-141 10 408 1330 106 749 70 1796 168 2131 209 1641 222 386 95 1393 238 1675 146 365 73 405 127 2265
-142 10 960 8659 160 184 34 1133 10 1924 236 2182 162 1933 242 2139 126 1127 122 1373 149 913 5 1339
-143 10 198 1096 244 260 245 2351 148 1676 19 1645 99 605 191 539 204 2405 118 463 61 982 8 686
-144 10 802 8459 18 99 71 525 29 1367 178 394 150 2411 216 1603 126 605 2 1012 122 326 245 1884
-145 10 346 11987 215 585 59 1965 203 1973 53 523 85 2033 4 1349 54 739 114 2189 130 2331 24 2224
-146 10 215 2600 155 2336 105 335 236 1765 226 96 149 470 177 1570 229 444 96 1007 37 1938 197 387
-147 10 1183 12055 206 737 154 1997 135 1341 122 318 10 332 143 1222 227 818 177 985 46 166 88 1409
-148 10 601 12393 155 308 175 463 155 717 39 2366 162 1746 249 1684 157 2019 152 1444 190 1200 223 240
-149 10 1395 17751 174 1808 233 1149 203 1417 148 2091 105 199 158 1116 90 1421 221 1592 195 1021 197 1532
-150 10 315 2095 142 1727 31 2263 52 1278 204 2271 102 1992 33 2257 137 1751 62 1299 142 1079 4 1265
-151 10 247 5645 180 2384 132 56 111 2228 197 293 184 843 196 2422 121 696 138 899 178 1309 75 746
-152 10 120 9799 11 2330 96 2346 127 2022 193 2422 1 1391 166 411 26 1739 37 1900 108 1964 57 108
-153 10 607 822 96 518 111 197 162 306 221 1814 4 996 101 2039 140 1363 78 2203 101 244 65 1163
-154 10 295 3593 120 1537 195 334 115 967 59 774 115 1502 164 1000 58 1750 108 289 50 1528 106 1394
-155 10 709 24083 115 1394 206 382 212 881 239 1 156 2400 113 200 21 2184 65 1461 17 2264 101 1689
-156 10 374 5665 201 1152 32 1975 71 753 101 238 35 2376 6 208 162 476 130 1726 226 2164 192 1806
-157 10 686 18663 80 400 29 2279 8 1149 175 2180 183 541 86 1225 103 1610 58 692 166 1711 119 1586
-158 10 438 4033 178 1866 43 820 107 1638 63 1215 96 883 239 611 70 2395 72 1178 80 1970 160 172
-159 10 799 2000 201 1186 186 1734 62 6 150 1900 31 1963 127 773 154 577 238 1820 133 919 30 1671
-160 10 1029 20301 48 2446 244 2164 11 2098 143 2261 248 1737 72 1933 199 2000 228 776 36 1171 166 322
-161 10 698 6348 159 137 36 1988 190 1825 29 441 198 215 250 202 29 657 11 766 90 2071 69 146
-162 10 798 4149 168 1517 239 1942 2 1235 45 596 247 1972 103 559 115 917 29 595 88 6 32 110
-163 10 278 10772 7 647 10 157 196 1509 235 1444 71 2499 13 992 217 764 145 1083 167 1213 107 1482
-164 10 348 4965 192 2409 178 770 12 304 72 1991 202 2320 175 1520 170 2055 187 389 203 1948 80 543
-165 10 985 5768 130 1375 41 511 126 110 163 1725 63 1375 68 620 9 1426 51 408 195 788 189 1000
-166 10 304 15169 249 1096 244 1734 23 2287 192 811 96 2146 229 2143 183 482 13 1650 239 693 80 2095
-167 10 193 9664 3 1912 86 199 51 1413 182 2059 112 1416 77 1284 88 1892 190 476 156 924 154 838
-168 10 1455 14378 195 1014 226 2255 175 2433 73 2050 190 1814 112 1783 246 233 233 589 132 2004 150 507
-169 10 849 10267 169 822 230 1951 159 2279 28 365 170 275 117 2020 71 2415 200 142 179 2183 131 2037
-170 10 1018 17239 220 2417 174 2393 159 257 114 1689 54 2141 19 396 224 811 22 2455 230 187 235 1082
-171 10 936 12933 150 206 165 1594 161 1343 127 273 128 2153 180 1245 219 1078 27 1426 217 1266 217 2359
-172 10 960 18615 73 942 133 2042 134 442 191 1390 145 1826 201 1137 184 387 15 1914 201 616 128 9
-173 10 31 4013 192 422 170 119 8 2078 228 2376 64 117 42 15 207 206 116 1049 157 1844 40 2095
-174 10 225 2314 187 2247 147 498 65 1609 70 1140 106 192 134 925 26 1800 213 519 64 1035 101 937
-175 10 620 3312 119 1360 162 1879 156 885 51 414 79 2012 155 343 109 169 122 2281 66 280 208 597
-176 10 563 4268 14 134 240 599 60 400 167 801 237 233 119 458 177 541 226 528 34 1513 212 741
-177 10 539 13012 227 2070 237 1506 73 369 215 383 201 1155 75 2247 150 1654 27 2034 207 1781 226 1777
-178 10 952 18185 15 575 158 2343 174 911 200 385 197 2237 219 1333 22 1495 121 1963 211 365 142 1875
-179 10 612 13631 108 1101 221 509 241 1025 47 376 200 2173 115 2120 184 1487 118 1683 187 2424 20 1103
-180 10 1093 22468 48 1425 35 552 236 1018 137 983 153 2319 72 1746 74 1763 244 2209 69 2177 108 2179
-181 10 523 1111 3 10 235 996 81 1537 238 2404 212 586 158 1553 48 1667 193 2024 186 2431 37 985
-182 10 1063 17804 249 944 180 498 128 2272 65 683 98 1659 17 161 166 2445 143 290 229 2448 179 57
-183 10 700 3293 188 463 201 2115 59 550 239 1995 3 1332 225 378 153 679 203 1291 175 593 93 1118
-184 10 866 14528 201 1630 221 50 236 2249 141 1997 16 1533 41 795 46 118 39 2175 234 1519 82 1276
-185 10 729 7969 76 128 66 339 72 2285 22 804 147 1493 187 1160 236 678 200 1278 112 1588 57 449
-186 10 536 1876 177 2089 122 1178 150 1661 13 1922 19 2395 210 1488 58 418 168 1052 79 395 242 1059
-187 10 509 12286 250 1327 103 83 66 583 25 704 196 1930 55 1891 115 1443 250 756 87 1951 234 2041
-188 10 654 18925 124 1469 68 2234 5 2194 202 2036 101 2322 152 1833 43 211 132 942 226 1396 171 2202
-189 10 784 4372 120 2296 26 1915 175 1951 12 1495 199 454 69 1928 66 695 130 1866 63 2255 22 1525
-190 10 91 8985 101 1778 90 1754 20 883 31 2036 136 2470 75 187 86 1710 185 130 172 2111 15 2153
-191 10 180 4362 154 251 134 636 75 2190 199 1159 119 1620 205 1114 167 264 159 195 159 2432 57 634
-192 10 1339 27318 20 1190 62 2265 156 2055 164 1731 90 2120 239 1155 207 1771 202 1004 247 132 136 1799
-193 10 1029 2233 224 1651 165 1827 42 1052 58 2027 126 1576 153 1374 11 311 238 5 48 327 218 1832
-194 10 881 23588 73 52 228 2130 74 1534 95 386 99 1550 3 1248 109 1523 93 1873 110 1810 46 1568
-195 10 884 14780 205 666 143 2436 174 626 250 931 134 1138 12 2310 31 1256 46 249 124 862 14 2015
-196 10 223 3702 206 296 215 1120 41 1610 192 1546 245 999 182 688 118 1700 155 2086 98 2344 59 575
-197 10 613 15622 94 814 99 1214 12 1389 135 2002 93 1895 9 2300 20 198 28 2235 80 2084 133 163
-198 10 955 4145 25 2256 190 445 207 1709 218 2413 83 761 43 1417 80 254 232 2342 6 122 221 902
-199 10 1084 4406 160 1628 67 1220 240 384 19 1256 74 420 208 358 92 568 213 446 62 1640 75 922
-200 10 361 4928 71 486 75 1243 47 1456 198 2117 143 1620 204 464 21 418 50 985 228 720 92 1398
-201 10 780 3879 230 289 154 1386 22 1527 25 1242 197 851 172 2107 89 1109 33 2135 24 170 70 1766
-202 10 47 2835 32 2258 218 645 113 221 130 853 72 1061 75 1020 81 2099 93 1227 29 826 165 1734
-203 10 647 3426 89 1926 100 325 17 1931 225 2316 226 349 17 420 154 2136 35 1394 127 896 156 297
-204 10 176 3927 230 2150 163 912 190 2000 129 902 222 210 245 2380 55 128 186 173 28 237 139 2367
-205 10 551 4275 72 893 102 2346 162 634 206 590 19 1997 236 1881 145 1371 179 543 135 1376 195 117
-206 10 782 5625 242 1559 92 900 158 973 236 1590 94 1423 45 661 110 1178 192 1627 222 844 28 330
-207 10 1193 17979 159 1894 205 1441 234 23 22 1597 113 1338 23 223 74 236 52 374 108 1405 209 1631
-208 10 248 6887 189 1309 173 443 211 212 53 168 48 871 54 1192 215 360 213 400 230 320 40 2125
-209 10 838 11465 131 641 37 292 204 540 45 1061 69 216 202 946 102 591 97 632 159 2296 20 745
-210 10 521 13579 177 1389 244 1449 66 2078 36 1705 30 2021 154 221 95 1787 196 2490 95 1146 140 151
-211 10 5 0 51 643 54 1451 203 2160 226 1188 151 467 195 776 196 1930 161 200 142 1554 23 1081
-212 10 114 1078 16 198 119 419 31 2002 151 1113 222 169 217 522 8 1065 152 1587 43 2195 155 1903
-213 10 832 10064 146 1297 132 2362 173 25 18 517 87 539 207 860 18 898 163 2042 59 1486 143 1435
-214 10 841 4137 235 574 161 478 233 2254 133 2145 47 1324 59 211 204 2391 173 1862 210 546 10 1050
-215 10 956 18779 119 873 146 333 53 2327 94 1160 250 658 210 684 247 225 20 1829 241 2137 192 1379
-216 10 992 12650 113 1531 106 682 202 973 31 1151 166 2315 161 964 87 1607 224 2048 162 1724 169 525
-217 10 668 15079 137 252 85 1760 63 656 246 519 116 238 83 1194 34 999 34 934 146 1885 91 1961
-218 10 245 4007 234 769 216 1701 92 987 242 2427 145 1265 33 187 214 2417 113 1572 29 602 70 13
-219 10 51 3183 213 2115 66 1711 230 348 117 723 25 2301 187 127 236 250 34 238 132 2466 163 1640
-220 10 4 1140 45 811 90 207 86 1008 229 1980 78 2445 232 962 4 1200 102 882 182 279 21 826
-221 10 251 9528 43 265 72 1383 98 746 42 1521 193 1672 119 1166 149 2392 74 1703 59 862 30 781
-222 10 1313 9565 250 288 147 2219 54 1966 196 251 208 1824 114 668 93 470 143 2193 135 1349 212 1056
-223 10 40 3509 153 1383 112 859 74 587 90 645 179 960 237 817 189 1020 55 1276 165 1664 8 2283
-224 10 951 3025 142 2336 247 456 125 1097 108 439 190 2452 224 629 122 1381 45 2431 11 1030 61 165
-225 10 439 16527 66 810 211 617 131 2423 128 816 198 2182 96 2478 129 2039 43 2465 26 1339 53 1759
-226 10 1398 23608 183 1137 33 1006 248 2474 220 1042 157 2038 111 1084 38 1742 153 2356 51 757 237 2457
-227 10 58 598 130 364 15 40 43 470 244 509 133 2213 81 1330 193 1434 79 1680 191 1172 87 2049
-228 10 29 597 12 1709 119 1542 67 1370 98 349 116 1456 4 2286 173 980 161 359 71 61 2 784
-229 10 841 10730 200 1917 173 2196 202 1903 238 209 37 796 145 1414 228 1578 18 1994 19 1348 36 2445
-230 10 502 18823 43 1262 100 59 198 2105 5 2002 145 796 70 836 71 1211 181 2228 196 736 21 2330
-231 10 713 5691 146 2395 34 294 38 1787 191 92 242 1092 167 1717 219 243 57 1234 9 1664 26 849
-232 10 497 1964 139 1542 144 1553 200 585 183 2361 200 644 150 1893 123 94 7 2092 203 134 77 1145
-233 10 530 11673 88 1000 100 754 164 1788 8 1140 129 236 176 1992 13 277 143 2290 131 150 51 2465
-234 10 48 1975 149 2371 95 1693 68 1971 63 205 164 2296 79 491 245 1702 155 1083 3 2178 217 1802
-235 10 188 4334 60 1127 131 1187 29 2436 214 1709 99 1674 24 2021 214 128 51 1934 201 913 62 1830
-236 10 1082 18175 17 591 148 791 136 1899 214 1546 35 1376 184 2411 167 276 81 1460 162 945 27 400
-237 10 714 6504 53 1802 155 1877 29 1376 62 2278 162 665 49 1222 12 1776 215 1173 209 1070 225 214
-238 10 268 6275 37 2085 223 2427 177 722 102 1320 45 1289 57 206 241 1049 16 2222 165 1631 242 2306
-239 10 186 7655 208 2280 25 1505 55 1036 17 2402 240 1875 230 710 153 1211 150 2392 111 1762 208 1229
-240 10 1058 1235 16 1282 71 1478 209 2479 249 311 81 807 25 2396 112 2039 218 2093 60 1204 217 548
-241 10 481 16202 120 1706 131 1378 190 59 189 1176 77 109 55 1139 51 1201 23 1534 144 889 100 2150
-242 10 1210 17375 170 1261 161 2253 125 1488 229 1165 110 328 140 1726 81 1632 126 1291 238 2376 217 2383
-243 10 973 10745 249 702 233 2410 248 483 16 408 166 126 128 1010 8 1003 9 2320 152 2203 249 357
-244 10 160 11790 53 1022 19 382 27 1857 37 335 12 107 239 1919 12 2459 75 1614 56 407 120 515
-245 10 61 953 65 2337 216 1542 33 1859 101 260 19 200 230 2463 40 738 147 804 28 186 231 1577
-246 10 1016 16740 72 212 58 2491 46 1501 223 155 105 2227 169 1152 241 598 203 1359 125 2340 172 1914
-247 10 661 14075 206 723 229 2296 12 2412 128 1238 212 817 196 2230 98 665 92 2027 36 1933 102 892
-248 10 41 4867 68 44 164 237 96 1894 90 2150 141 2412 123 401 186 1193 24 1124 122 31 5 1651
-249 10 809 6870 247 1291 59 994 137 2126 236 692 153 1993 163 786 68 2395 123 296 86 395 222 2320
