202 10 47 32 2258 218 645 113 221 130 853 72 1061 75 1020 81 2099 93 1227 47 3316 165 1734
204 10 176 230 2150 163 912 176 2997 129 902 222 210 245 2380 55 128 186 173 28 237 139 2367
206 10 782 242 1559 92 900 158 973 782 6626 94 1423 45 661 110 1178 192 1627 222 844 28 330
208 10 248 248 4500 173 443 211 212 53 168 48 871 54 1192 215 360 213 400 230 320 40 2125
218 10 245 234 769 216 1701 92 987 242 2427 145 1265 33 187 245 3408 113 1572 29 602 70 13
219 10 51 213 2115 51 4694 230 348 117 723 25 2301 187 127 236 250 34 238 132 2466 163 1640
223 10 40 153 1383 112 859 74 587 90 645 179 960 237 817 189 1020 40 11415 165 1664 8 2283
234 10 48 149 2371 95 1693 48 34848 63 205 164 2296 79 491 245 1702 155 1083 3 2178 217 1802
245 10 61 61 3436 216 1542 33 1859 101 260 19 200 230 2463 40 738 147 804 28 186 231 1577
250 10 170 171 383 226 1372 157 1757 22 760 208 1698 121 1058 245 928 133 673 170 4326 89 2265
251 10 100 192 129 108 754 139 66 39 1766 193 991 100 4528 185 2481 28 141 174 130 3 971
264 10 302 132 200 231 1408 61 2055 99 2086 134 799 33 2140 249 1630 132 753 95 1247 302 6363
268 10 85 123 184 76 500 52 1442 210 112 132 1516 222 930 223 1585 220 353 85 3702 45 1960
271 10 239 154 1798 36 464 84 1099 172 390 113 979 72 2226 239 7389 110 778 58 2285 16 50
280 10 45 211 2475 45 5812 133 124 184 308 164 1403 207 1387 6 775 56 515 231 160 150 50
287 10 53 53 2560 19 432 232 1791 48 2319 42 1533 36 534 117 1124 79 2497 189 1332 43 173
293 10 479 479 5280 66 1773 53 234 202 2227 210 1446 184 226 205 287 57 1090 101 1054 223 2371
304 10 49 167 212 218 624 199 1236 180 1116 236 603 187 1280 49 21241 2 867 114 1724 191 1694
305 10 162 214 1464 162 8145 94 856 43 2162 10 109 15 254 1 2230 123 447 161 28 224 529
317 10 163 22 146 117 2342 241 1958 147 1949 51 2326 59 2220 163 6133 142 2491 95 488 211 482
333 10 193 18 2112 218 537 130 1926 137 2248 46 2116 134 600 225 1667 136 1471 193 8878 33 1899
344 10 222 109 1410 16 376 29 1393 82 2489 39 825 222 6738 84 1871 39 1349 138 2067 165 1819
346 10 454 71 1995 165 417 17 463 454 9098 170 280 71 255 154 606 51 1731 97 1944 250 2349
351 10 84 137 352 235 1746 130 334 16 300 61 940 160 2214 84 7983 22 2091 4 446 78 1557
357 10 452 19 392 452 7399 216 1391 116 1899 95 1837 131 2443 39 408 119 1232 94 443 103 904
359 10 99 244 323 153 1656 11 1445 134 1486 243 2412 188 197 99 3932 114 2011 62 2463 125 238
360 10 120 31 173 83 719 232 581 120 3105 216 942 213 1154 18 286 24 621 135 1042 105 1658
365 10 83 16 694 234 1776 208 1042 86 1942 37 2133 176 518 94 785 51 917 91 1495 83 3600
377 10 137 159 1239 137 3343 218 1475 94 2294 137 153 149 1834 124 1418 176 190 102 1259 208 2109
387 10 222 217 162 191 1265 186 2041 183 1735 222 3652 9 854 162 179 183 66 245 1832 141 2320
388 10 329 105 1767 155 1941 176 2034 118 81 191 54 107 2084 88 1547 71 225 329 5536 197 2468
402 10 151 151 4920 159 1223 173 2344 139 113 68 2216 223 127 173 2256 6 288 198 2299 141 2032
419 10 130 90 576 129 397 94 434 8 2272 126 539 47 234 8 32 130 6391 30 1475 101 217
421 10 124 110 374 220 93 54 942 108 263 93 2395 124 3193 249 1447 47 797 67 180 113 157
427 10 305 203 103 169 2271 37 696 202 1155 128 74 305 4098 178 420 148 575 110 818 162 227
438 10 644 137 138 153 2456 167 69 87 163 171 1606 106 1415 644 6048 199 10 87 403 208 1056
439 10 193 12 2104 187 1565 193 6152 16 1334 36 281 45 302 150 1281 155 780 67 2136 175 1642
451 10 218 103 813 218 6401 228 1557 141 1407 216 1349 38 1607 60 1762 68 2250 113 1296 234 519
452 10 253 61 645 90 1988 67 2160 63 1386 191 2479 253 5566 243 2163 229 1986 228 57 26 32
453 10 49 189 1736 231 976 176 1875 37 109 49 75019 1 1531 68 859 173 209 250 1047 188 2440
467 10 463 123 1900 211 978 85 1206 236 2233 148 159 84 323 139 1617 127 23 201 965 463 5386
468 10 373 197 550 373 6079 77 1255 200 240 150 2461 117 1063 83 1938 3 374 223 534 157 1026
469 10 144 18 260 161 263 187 1574 204 2485 246 1688 112 2317 152 424 116 593 144 2979 180 539
474 10 232 78 70 232 7913 175 744 39 1830 73 2490 164 946 1 473 217 1440 189 1522 11 46
499 10 56 204 2436 81 771 157 1940 112 2033 56 1684 96 1032 42 1263 104 1426 128 1388 104 2249
503 10 658 90 1133 200 390 25 314 166 1650 112 1264 44 215 36 635 658 6540 114 1196 154 1153
506 10 458 21 96 177 2247 188 1148 458 5814 60 1344 109 71 186 1497 242 1175 155 701 38 1717
507 10 369 58 536 135 503 136 2468 230 1960 68 1679 195 1899 131 2381 174 1852 169 266 369 6696
508 10 231 196 1536 81 1483 231 4229 33 1283 221 1055 141 1905 127 724 157 2346 174 1221 190 1298
525 10 302 113 1028 105 1932 185 2228 302 5556 177 209 82 856 158 1813 135 56 56 1848 144 598
528 10 899 210 2227 162 468 173 1179 899 8211 147 195 172 2327 186 2042 153 1220 164 1498 53 131
538 10 104 77 378 19 318 141 1879 16 1803 175 304 120 657 163 1112 50 2339 230 984 104 4865
541 10 379 95 1666 36 782 106 674 127 642 379 6501 201 422 111 1904 8 405 233 1861 57 1075
549 10 510 42 675 166 2299 211 1974 87 69 6 322 133 1905 166 1542 510 7063 26 589 123 1310
552 10 198 2 593 151 2418 146 2475 138 2324 198 3786 191 587 121 2314 205 1836 226 400 86 530
557 10 26 92 48 158 166 26 3245 12 1498 199 169 21 135 183 1295 82 294 82 731 183 65
559 10 164 159 2329 207 1300 203 803 145 1137 189 2312 164 2402 239 2441 107 1234 172 625 118 1123
564 10 31 144 459 72 1975 57 31 11 679 57 276 250 2394 31 1913 66 622 231 2060 182 723
568 10 79 234 913 6 452 81 544 13 1727 79 5951 122 233 96 2278 216 1786 187 1256 53 1056
594 10 284 129 1177 77 43 207 578 90 2356 239 781 52 1473 284 7434 240 345 69 2147 172 1686
603 10 246 102 1169 71 629 128 891 112 620 106 603 246 1303 246 4770 51 989 83 249 78 1971
608 10 126 82 834 130 1465 152 762 150 754 180 2238 134 144 47 228 11 778 126 5232 53 2201
610 10 673 673 7792 83 1194 164 1357 140 370 146 114 71 1494 163 2404 204 2362 154 1216 147 99
619 10 475 140 2092 105 1622 143 1361 239 2085 90 901 68 618 101 1569 475 7097 113 1088 7 1478
623 10 343 343 7227 59 52 205 906 156 499 134 138 56 2015 69 1761 84 1770 223 2134 200 842
625 10 312 65 539 194 505 221 1010 82 2353 47 248 93 2238 312 6482 218 917 113 652 63 1309
640 10 70 150 2499 68 103 249 1986 66 636 66 780 70 1484 110 316 139 2177 55 1166 134 1251
647 10 25 88 1041 184 340 194 1255 246 1462 5 2039 144 2191 178 439 94 373 25 10195 248 710
653 10 59 36 2466 59 2296 143 400 59 4002 43 1389 108 830 34 578 18 1221 219 1769 213 337
656 10 241 148 1334 241 3017 200 1153 16 471 54 66 238 775 157 1966 228 12 211 536 239 7
660 10 135 49 2449 221 907 158 563 109 111 124 1563 6 425 91 846 77 221 119 353 135 6747
668 10 37 24 787 243 81 75 1598 128 1674 65 688 172 1327 171 1943 37 1213 156 1222 161 1334
677 10 436 134 938 76 1565 51 886 436 6229 105 407 104 1486 50 856 160 453 174 1809 245 643
720 10 20 62 1257 29 833 20 2014 49 168 201 958 127 2154 15 1511 203 1203 84 1722 236 599
721 10 89 89 2330 120 2242 196 2138 37 969 206 347 64 115 94 568 229 588 74 505 159 560
723 10 95 191 1009 10 1608 37 428 39 112 95 4378 54 2489 124 1258 94 1130 70 81 194 1471
736 10 486 175 1018 62 1479 81 1878 156 1031 205 442 238 585 486 5753 224 28 136 1610 238 601
739 10 249 226 2392 130 2133 245 330 249 4085 15 581 135 2 206 676 120 429 154 1433 153 720
749 10 287 183 2027 6 1546 17 96 124 170 70 393 287 3921 155 2118 153 1507 75 71 147 53
762 10 78 202 260 110 555 42 2460 147 2317 225 413 171 888 78 4568 91 720 218 1716 76 1827
768 10 503 110 1706 215 1850 219 465 161 1319 131 1815 503 6969 120 341 125 2019 213 2425 188 693
770 10 116 4 400 116 11600 173 835 249 1972 182 543 93 35 172 1508 70 26 177 349 174 642
771 10 1041 49 307 150 2395 159 761 229 2327 24 478 1041 10578 145 1853 163 2136 109 1198 208 255
772 10 81 130 1977 111 1913 17 2497 81 11897 13 2083 143 527 6 1142 88 1627 217 682 233 1241
781 10 338 160 1657 150 1215 116 219 160 595 138 131 68 2457 338 8476 245 1066 67 1682 76 1906
783 10 94 35 1739 249 834 231 1113 96 1160 82 1233 94 4670 208 1237 19 1110 140 1732 201 1949
790 10 818 126 2045 215 231 85 235 175 2311 181 2146 218 141 119 1616 6 126 80 1353 818 9698
794 10 319 49 564 96 1450 234 281 228 1196 50 337 223 450 163 548 319 4721 76 1335 111 1643
798 10 153 75 141 14 332 22 54 204 1803 31 164 153 3628 190 1715 226 279 226 1370 15 877
803 10 91 121 2293 71 2350 91 4583 162 2445 55 1214 148 863 13 950 41 2065 214 1158 175 2099
807 10 587 209 825 61 183 587 5478 78 728 190 2163 6 581 120 437 217 1692 168 1832 208 1199
810 10 124 124 2067 234 674 144 1434 101 1684 133 1260 177 692 40 182 240 643 173 1165 102 240
815 10 50 50 25862 166 1182 92 716 203 326 57 58 97 868 187 1558 4 2069 108 1123 110 1367
827 10 292 196 1439 250 991 219 165 4 433 292 4520 85 1316 115 963 98 2442 194 2292 201 520
828 10 118 232 1669 81 64 246 1868 171 450 227 1431 118 3791 143 623 165 905 171 201 15 482
834 10 475 9 219 475 8013 76 1594 22 1593 138 7 172 704 239 839 93 1569 101 2295 174 408
842 10 26 182 1186 7 2236 76 1987 161 837 92 236 128 788 143 1625 26 8305 37 1127 200 1381
844 10 392 239 202 119 780 3 525 169 62 237 551 83 53 152 557 92 2153 163 2474 392 5949
847 10 174 88 1001 210 2227 98 1929 174 3424 167 1322 219 698 245 280 162 537 140 875 35 1273
877 10 196 64 227 196 5063 24 620 216 286 165 1295 174 465 169 998 49 1956 3 1906 164 1006
879 10 98 98 4895 236 2066 132 363 40 589 175 961 146 1451 64 499 171 927 190 676 47 2348
884 10 199 24 1316 196 891 113 1945 101 598 172 901 60 2029 199 6729 138 493 244 385 214 987
889 10 89 89 5481 167 1556 34 2094 171 835 69 1438 205 2281 135 1521 220 2158 218 2025 243 1311
893 10 393 225 826 140 213 1 1640 109 1841 227 679 393 6637 222 806 55 945 119 2196 133 138
895 10 162 162 5248 25 810 104 317 196 989 33 1795 173 796 210 2259 58 312 223 918 124 1007
900 10 145 205 143 119 378 145 4814 143 721 34 1129 200 1138 20 1368 84 1046 250 1948 224 506
904 10 41 26 1123 239 1612 41 1770 71 472 212 29 158 217 52 562 243 1709 238 1123 178 2137
906 10 479 115 2180 89 1694 14 1369 164 1895 133 2254 235 1780 177 1837 53 400 180 2177 479 8117
911 10 174 174 5485 75 477 195 995 237 801 230 1641 65 2147 40 332 134 2252 154 1948 59 1860
915 10 315 220 1709 162 604 43 255 15 1038 104 2037 233 343 77 1515 5 1133 315 6169 235 320
922 10 405 131 1517 244 1566 239 1853 135 104 182 967 138 1927 405 5655 112 1755 79 1361 141 1553
931 10 546 249 1920 3 11 85 263 60 383 109 854 546 6580 65 2257 236 280 145 1919 190 2290
936 10 417 417 8242 107 2115 82 2268 185 2180 138 1904 73 299 23 975 82 156 54 1346 208 2084
951 10 61 53 446 195 1030 61 1843 81 1474 115 784 199 1062 182 1148 192 538 52 431 57 1723
962 10 565 245 218 175 2174 22 1011 230 854 112 2246 182 116 565 7018 167 1631 58 784 218 234
981 10 174 192 613 13 39 176 644 138 52 171 1687 31 1833 43 453 180 866 174 10288 56 522
984 10 337 89 1523 2 1842 176 323 99 378 232 1985 337 5766 182 426 55 2387 224 1139 102 613
993 10 135 205 2301 237 2385 67 574 198 175 69 260 189 272 197 820 135 2560 174 1111 60 1138
1005 10 122 149 203 96 2155 88 1517 201 791 80 241 227 277 97 1768 122 2738 177 247 209 442
1012 10 92 228 635 104 244 173 2435 102 288 92 4412 122 1717 47 2254 182 167 70 1107 5 764
1013 10 130 89 150 130 6214 204 1965 235 1178 56 340 171 822 185 1650 43 2337 35 1673 44 524
1015 10 49 57 808 41 2116 45 925 49 2528 100 264 165 467 60 1038 73 1709 138 745 170 437
1027 10 190 178 273 10 551 187 798 166 893 42 1611 200 36 1 56 190 7287 5 1757 218 1094
1028 10 38 186 1497 244 1706 228 855 187 2258 35 1402 38 1522 111 658 79 1005 81 125 30 422
1042 10 132 117 365 242 802 178 1972 110 1484 213 707 129 1349 132 1780 124 1004 141 1391 88 434
1043 10 27 88 1689 237 482 102 551 178 1041 27 13473 205 2426 228 1661 108 1780 80 1831 5 2495
1046 10 134 180 1661 84 1820 197 2462 106 373 134 2903 250 1650 144 2182 190 1383 234 1039 34 946
1054 10 65 65 1136 212 66 180 1 79 959 181 728 161 984 52 909 143 1335 175 2274 115 1854
1055 10 142 54 1132 65 1110 190 326 142 2976 241 936 197 2433 162 2370 85 1041 25 253 244 1523
1063 10 44 85 1832 169 1406 38 395 230 1909 9 923 211 83 239 1277 96 961 44 4512 114 1362
1064 10 119 75 816 247 2477 141 2472 44 1733 70 383 156 2301 207 1586 79 1201 119 4686 237 520
1068 10 222 182 205 24 1668 159 1191 96 1016 204 815 100 788 61 1853 222 6743 24 1369 208 1594
1082 10 482 213 1552 178 153 218 531 80 311 144 2302 482 7705 224 530 7 1400 85 2455 32 1420
1083 10 356 186 295 215 1708 205 1133 48 1677 107 1925 74 134 356 6404 7 737 84 530 216 1260
1086 10 56 56 4682 181 850 235 1284 209 1693 221 1375 143 458 156 67 241 2354 18 1505 239 1444
1097 10 181 130 254 115 858 11 1138 226 1197 181 3635 1 1255 57 1145 240 606 134 1462 248 339
1104 10 143 158 1801 98 1160 149 688 143 4878 74 115 34 1160 177 2341 12 1448 247 1290 248 2185
1105 10 196 15 458 212 164 28 1585 18 2328 183 760 189 598 196 5984 49 260 191 932 202 674
1115 10 189 31 862 1 1337 245 488 17 758 189 5255 222 708 126 1546 156 103 225 1948 49 1441
1116 10 186 26 106 186 6041 97 1268 233 836 69 2354 48 1559 142 384 38 373 164 100 194 26
1117 10 1257 111 1568 157 331 222 2254 120 239 56 233 142 1441 1257 12647 212 2133 169 2053 202 2210
1123 10 117 157 1694 117 2702 131 2040 152 1854 67 659 174 479 46 275 20 462 198 1962 80 753
1139 10 11 7 870 103 470 149 305 143 337 93 1386 11 1367 56 743 116 2421 110 1564 185 1365
1168 10 26 211 1899 26 6610 248 2462 190 2434 189 40 8 2034 114 1710 93 225 156 1481 168 1423
1171 10 200 205 1461 136 1164 47 1992 156 1321 131 511 134 2126 212 1431 200 5352 63 1686 28 1365
1183 10 247 35 635 17 600 172 2323 157 342 247 4481 159 879 189 1876 72 2186 9 762 95 618
1197 10 387 40 1708 188 26 233 2359 387 5276 227 1135 38 976 170 2318 143 228 68 683 127 19
1202 10 209 75 663 53 2242 40 1450 209 7576 106 1481 193 1851 193 83 170 293 111 476 174 2240
1206 10 41 38 170 142 1678 228 1008 228 2013 163 65 41 1078 201 1431 115 1071 38 1000 171 459
1222 10 689 196 1109 689 12114 169 1775 103 1811 225 2469 98 1940 77 1885 88 1846 37 2103 91 2263
1230 10 138 141 1866 38 2021 172 604 185 2107 5 810 138 7339 167 1134 3 609 140 2074 46 240
1231 10 154 50 691 154 5275 91 1445 1 1432 237 1021 213 1274 137 984 47 1610 14 2219 160 1217
1236 10 147 217 302 65 2213 214 1253 173 926 17 2209 98 1341 112 1510 86 1257 147 5004 155 2063
1241 10 99 124 1414 99 6914 128 200 62 15 26 1816 87 336 7 1914 148 2011 3 1255 91 988
1254 10 280 42 625 203 351 62 147 179 59 161 1455 280 4166 211 757 115 913 183 1404 123 2037
1270 10 54 35 1498 149 1050 36 125 229 1465 54 2311 221 1149 215 1059 194 1757 236 1757 234 999
1272 10 126 46 1613 200 2407 126 3945 212 206 29 908 11 676 48 1272 236 51 185 2327 171 2198
1273 10 106 128 1335 27 1884 232 2395 106 4147 134 864 96 170 8 313 127 309 224 954 222 2078
1275 10 55 186 252 169 1956 81 234 123 1411 45 615 214 646 247 1455 116 2057 55 1411 24 616
1280 10 184 140 2082 15 787 81 512 147 137 43 1864 5 872 172 1999 184 7976 80 659 22 1097
1286 10 19 216 1211 177 618 12 1075 19 1702 132 1470 216 1213 118 1470 90 176 165 1724 238 2470
1320 10 75 17 919 75 4964 23 416 37 2449 15 1396 114 1959 41 1906 62 126 9 47 120 570
1326 10 203 82 1040 48 2308 163 1950 204 468 57 2103 151 275 109 1319 45 2246 203 7489 181 1976
1330 10 110 74 630 43 882 110 3247 5 85 65 938 27 797 29 25 178 870 35 1251 234 1889
1347 10 250 222 781 230 1711 198 2071 169 1487 116 1780 132 460 169 1033 67 387 250 3836 110 1058
1348 10 304 103 440 101 175 128 947 224 1827 183 174 26 224 98 2035 7 708 304 4772 129 2025
1361 10 360 86 1517 247 791 30 90 6 763 40 1133 83 1635 136 731 100 382 360 6350 196 442
1363 10 259 145 1535 67 1801 162 1590 172 1866 175 2038 188 1826 209 2114 58 1896 18 1361 259 6962
1368 10 203 49 1154 107 1162 162 2158 229 2490 203 4780 53 1329 221 1076 173 1953 211 2145 27 1874
1378 10 488 488 6731 4 165 92 1269 123 1784 231 2191 115 2337 117 847 147 134 27 447 3 180
1381 10 281 120 1435 117 1432 157 218 107 2274 281 4687 59 261 66 1101 151 964 72 291 169 775
1396 10 73 33 1981 34 2296 137 2162 233 866 83 558 88 754 73 4382 178 808 235 1581 36 121
1401 10 119 94 1657 221 1246 142 2036 14 4 119 2097 188 1801 80 147 173 13 232 549 170 1950
1406 10 676 162 1820 140 820 238 1726 114 1732 200 2122 676 10270 146 2404 219 745 133 2059 118 2050
1410 10 60 175 1628 22 1211 96 1664 40 43 82 300 217 1588 85 1110 242 2256 149 1670 60 3302
1423 10 7 135 2459 85 2290 7 2829 15 1448 20 2310 90 454 26 1886 181 607 4 1617 152 612
1424 10 88 46 246 88 3311 230 610 23 1540 219 334 133 613 182 1390 72 1370 33 1242 165 212
1426 10 68 88 384 148 363 52 1353 63 167 249 2462 68 7761 112 2083 21 2397 23 422 157 1333
1444 10 49 195 1561 160 1354 246 1152 45 327 26 1149 140 1706 213 301 59 408 129 1610 49 2165
1448 10 305 176 472 76 244 182 383 149 1514 229 1877 118 1959 148 128 305 5063 238 19 48 2235
1467 10 119 243 670 194 1004 49 2332 55 858 163 1165 119 5663 27 1844 205 110 175 784 172 394
1473 10 80 234 78 176 1193 219 1197 33 1423 228 2113 163 393 80 3449 104 968 115 671 235 978
1475 10 337 337 4923 75 1517 242 478 247 1903 121 1397 181 391 164 2396 105 1012 213 1116 61 9
1484 10 79 40 2441 7 633 212 1180 243 816 241 1529 180 537 130 341 79 4820 148 361 245 106
1487 10 135 225 969 35 883 192 986 153 1757 97 375 135 3405 19 55 143 542 60 1431 67 1780
1492 10 243 166 877 31 733 38 177 154 1278 86 1876 17 1382 124 1824 177 1538 243 5300 95 1662
1499 10 107 107 243425 162 2055 245 794 1 2275 204 390 250 16 145 77 72 1222 172 1928 39 747
1501 10 178 64 541 46 1043 58 1860 45 1078 148 1189 178 4035 124 460 126 214 211 1844 163 259
1529 10 155 120 2185 189 702 189 1006 66 166 187 1079 155 2822 136 793 210 1068 127 799 228 2346
1536 10 365 60 2023 115 444 229 1182 230 326 71 1753 239 2362 98 1657 14 42 365 6171 217 2309
1541 10 1129 81 687 209 1326 175 1338 217 1452 56 165 109 743 148 1049 216 1391 225 1849 1129 7554
1543 10 113 127 1650 221 1648 128 1202 211 1811 100 1042 101 1015 113 5707 231 1689 140 568 41 2071
1544 10 38 47 593 122 1363 91 1625 93 612 98 423 191 530 29 2343 128 991 176 2344 38 3070
1550 10 246 209 1337 6 1185 179 933 242 611 237 321 246 4490 32 891 208 1717 126 2300 151 539
1556 10 432 91 1652 112 1632 174 1807 432 7391 211 1776 196 1494 145 2481 81 2225 101 519 150 304
1558 10 230 149 149 230 3352 71 1035 132 598 127 1066 240 735 124 909 99 634 69 1991 211 672
1577 10 93 43 583 232 1238 93 2256 190 1753 60 295 145 1377 136 841 112 780 150 1881 82 1990
1578 10 77 86 1060 223 2274 23 318 205 1909 77 232 224 114 10 291 104 168 169 610 77 2240
1580 10 413 227 980 144 1998 63 45 413 5624 248 2249 186 1035 234 1820 100 669 58 1906 63 858
1597 10 107 107 2605 183 2438 37 901 157 115 34 1081 189 2391 170 1140 136 873 1 450 220 879
1613 10 484 111 1360 99 173 190 1842 165 1917 97 793 236 279 40 671 147 533 484 5623 210 920
1630 10 39 232 995 90 670 127 2207 39 1412 239 1514 146 1422 32 1159 22 343 162 1339 150 438
1636 10 301 123 536 222 2124 123 795 234 657 88 1867 301 6385 227 464 98 182 222 1523 52 1835
1637 10 121 121 4089 153 2299 177 2042 148 1756 189 486 178 2159 65 2197 153 499 152 2395 194 1894
1639 10 252 232 1049 196 1680 81 2201 163 826 207 2008 236 1237 52 1437 252 6847 158 552 224 2023
1642 10 526 99 488 142 2497 526 6861 77 708 116 1951 188 591 154 996 176 2296 168 1211 230 1446
1643 10 335 130 460 136 913 335 5840 103 147 196 918 56 2204 21 868 131 2284 159 2054 190 107
1657 10 364 364 5559 64 1310 67 658 111 1251 247 1568 98 710 139 2123 190 1371 214 2301 25 524
1665 10 596 234 309 596 10439 108 2358 233 745 240 1074 124 2172 86 52 127 2306 97 2069 19 794
1666 10 58 177 580 215 1082 124 998 101 1361 88 1240 199 896 49 1881 58 2226 67 120 92 241
1672 10 259 166 1926 166 1252 185 1200 40 645 122 1654 259 3511 233 1707 222 796 179 1213 245 1264
1673 10 97 242 2143 215 229 46 157 85 2090 158 272 208 329 210 1239 71 449 97 3659 51 1924
1674 10 290 202 386 16 35 167 2430 85 93 60 125 18 284 9 1273 290 4219 134 661 176 1110
1679 10 662 135 2319 237 441 198 95 146 583 208 2448 152 417 229 166 662 7416 167 1871 190 587
1681 10 103 192 703 86 1178 114 1853 84 1942 192 1244 142 1619 98 2081 31 1743 92 2352 103 5791
1682 10 339 104 1784 118 1785 55 1767 31 721 108 328 116 745 121 2443 51 1552 117 738 339 6844
1687 10 382 7 660 100 702 220 1441 67 1263 150 139 382 5254 110 1513 12 535 173 2105 151 154
1690 10 31 125 2124 129 315 239 965 31 5003 54 527 15 2421 225 2482 92 2198 78 2177 187 423
1693 10 593 48 1209 92 1556 189 864 191 436 163 540 129 2467 593 10029 156 262 235 750 103 2308
1696 10 81 241 625 92 2270 81 3710 172 1008 86 1832 77 338 88 363 156 694 42 1924 58 1579
1698 10 29 213 1103 59 2475 7 1153 236 2223 76 527 46 2207 107 122 27 675 29 4776 86 702
1699 10 140 124 1931 66 1971 224 645 221 2266 59 1480 200 1674 27 2005 163 1835 140 4180 72 264
1710 10 103 12 397 215 359 157 1830 226 687 162 329 166 1254 103 3407 195 1849 11 1146 153 1472
1716 10 502 245 1655 249 1823 203 1804 502 4461 124 269 219 451 63 1314 33 548 241 637 174 1130
1724 10 78 238 295 93 1302 114 2363 77 439 78 3986 137 2052 126 1103 47 2402 15 1246 133 1075
1731 10 66 223 403 218 1739 194 1055 152 1640 66 3276 201 1855 174 68 43 2135 204 339 211 1248
1732 10 291 135 2348 40 270 50 1368 33 1119 151 1055 291 5061 234 2105 191 1167 103 1383 76 560
1737 10 270 180 1563 270 3267 194 1778 230 1044 209 410 186 1460 203 1022 202 2129 168 2033 191 1833
1738 10 478 14 484 53 1215 166 240 478 9254 247 441 76 1893 118 1149 189 205 100 1936 44 1326
1749 10 812 113 187 233 2247 148 1383 215 861 248 355 91 474 70 2 103 1167 812 7587 236 2386
1754 10 216 8 2055 65 30 78 9 195 2336 158 1665 110 971 239 1963 90 2129 13 596 216 5109
1756 10 123 247 1040 53 1692 139 1054 123 3926 149 1294 208 861 240 2129 64 251 222 1081 33 2089
1758 10 169 173 554 223 2411 63 567 113 700 33 1447 137 2371 169 5896 213 632 57 369 65 2268
1785 10 227 167 1226 115 2197 219 2197 156 1079 171 701 49 1803 203 1647 227 4336 146 1466 100 877
1787 10 43 125 1500 196 1850 137 1560 69 765 219 55 140 1766 78 1552 75 702 43 1319 28 859
1788 10 260 195 596 260 4690 184 2161 34 472 173 2004 178 619 139 280 180 76 48 866 88 1809
1791 10 282 282 6355 104 411 207 1451 203 447 88 2155 131 228 186 274 12 1307 166 789 52 1172
1794 10 308 83 372 66 1760 233 524 139 233 308 8213 249 89 18 1768 9 1829 206 997 90 575
1805 10 265 190 1191 214 267 265 3886 119 887 172 1040 110 1757 247 898 245 932 208 1135 135 1980
