1464 22 63 127 1533 229 1567 189 1143 135 285 4 1004 247 1389 63 4113 35 2285 107 425 227 1603 29 1361 113 676 125 1359 205 1266 117 1022 141 1033 236 2138 129 739 206 765 242 1310 109 1456 97 2269
1468 22 58 248 1450 105 465 146 24 34 1047 225 1836 239 863 19 1700 58 4306 205 523 217 761 198 1675 154 36 81 1618 81 1193 16 1188 221 609 194 1 116 946 51 195 223 734 132 878 72 2180
1496 22 189 243 759 4 1176 125 2454 227 1209 41 1017 148 828 47 1568 118 2227 223 945 27 866 226 1699 189 6062 38 470 102 714 67 2242 187 802 224 1971 51 321 239 596 141 1739 127 1944 108 428
1514 22 24 222 1756 226 2111 82 1773 138 1554 13 2487 27 1246 45 2225 46 798 110 1121 108 2122 160 109 150 1706 188 1117 123 445 24 4591 73 2314 86 1994 105 132 18 1011 226 1030 204 121 93 1712
1516 22 71 151 669 214 358 46 977 102 2425 217 2411 35 1240 63 1852 162 905 161 1438 35 52 37 2165 239 671 15 1926 151 294 193 989 27 683 64 795 86 2258 199 1025 71 4154 33 726 196 423
1534 22 129 55 51 149 779 245 932 129 4045 237 612 59 2278 157 963 137 614 132 2434 121 475 180 1422 7 165 3 183 116 1863 179 2333 53 1117 177 2428 42 1317 155 1133 120 1117 232 2120 141 152
1543 22 16 129 2417 157 1947 86 2145 105 1128 75 753 3 1602 198 2006 198 2153 212 1215 15 76 40 2437 236 581 16 8544 103 2357 235 140 223 1185 21 188 56 787 29 1519 166 815 151 135 46 1234
1564 22 221 117 1168 247 179 40 1098 45 45 41 2422 246 70 7 517 174 537 207 330 163 1124 195 1297 232 1164 234 725 199 1647 238 24 221 6066 205 1587 192 634 244 1753 167 1669 207 1364 248 455
1657 22 78 102 676 28 1383 183 1729 151 1045 236 1298 75 706 5 1269 238 1856 134 2161 69 286 73 710 78 3852 89 169 127 2068 214 477 197 694 180 5 65 149 159 49 146 1997 67 2030 233 257
1669 22 311 44 94 115 35 184 2455 105 2399 99 1346 124 739 204 1581 174 523 250 1520 39 770 226 388 127 154 107 884 167 676 108 2348 250 321 127 1438 82 990 151 1684 123 1671 311 6140 74 10
1690 22 561 104 2299 224 1699 197 550 149 1281 31 1295 230 2076 62 1799 62 165 198 1261 226 1889 206 1583 561 10901 180 1988 19 684 87 2253 208 59 163 528 244 1622 156 798 111 2157 248 886 120 461
1713 22 54 143 1580 231 1355 97 1960 162 2119 90 252 232 1435 155 1741 203 2334 248 1099 54 2093 148 129 143 1320 189 2392 247 224 170 2478 17 659 108 1111 123 1838 150 1172 115 268 202 374 101 566
1724 22 546 93 1129 151 1869 81 723 151 434 182 932 84 1557 78 182 208 1682 202 1503 43 111 60 1085 113 735 144 34 219 2191 170 1814 197 2212 546 6628 42 434 204 321 203 1159 193 1686 215 562
1750 22 153 92 758 62 764 209 1695 149 1505 172 738 130 387 153 7530 106 443 79 1193 91 1049 47 537 17 1781 191 1625 244 737 106 567 91 1253 35 2434 220 1376 103 1259 230 2219 50 2461 58 303
1779 22 33 58 1491 38 892 212 538 51 1707 78 2085 36 1139 149 1456 49 88 242 214 20 114 240 1867 174 2014 209 1363 93 305 79 1302 43 1551 188 1356 201 1638 23 1131 104 1628 33 1622 158 403
1790 22 168 101 382 24 2070 206 1937 205 56 21 1029 41 1066 18 1070 131 60 115 1929 239 1875 118 2310 184 59 158 440 168 8232 219 1840 156 2482 212 954 26 1880 100 1508 213 2255 77 51 186 1002
1812 22 73 87 477 231 48 73 3518 10 642 142 1214 54 172 84 1264 135 620 184 1501 172 2331 168 428 228 1924 84 324 168 2483 157 232 37 103 230 2472 171 1674 237 2422 184 1126 45 2169 225 1129
1842 22 69 101 1384 121 2213 8 1578 103 127 8 1027 7 1491 132 2235 129 433 104 820 120 1847 51 153 197 1148 169 2011 8 1757 231 959 69 8857 10 1569 190 321 223 1004 145 879 246 786 97 930
1943 22 47 89 996 166 643 145 21 186 1908 41 507 165 1003 101 378 119 1351 124 559 232 344 9 1780 7 1008 146 1713 238 2309 242 2341 47 6768 205 2492 78 1476 198 1210 233 1844 81 405 153 1188
1954 22 37 206 1689 37 4399 135 2233 160 1625 156 1429 109 324 11 1308 144 1923 190 951 86 399 69 23 189 1413 228 2097 58 2136 6 1009 61 771 90 1229 116 559 38 827 170 1306 191 143 174 173
1985 22 23 56 845 180 1966 246 1782 53 1387 135 1084 6 2033 245 905 22 1507 41 1780 237 1133 197 855 44 2012 179 1317 23 651 116 790 23 5948 228 1966 234 133 231 832 64 1959 86 558 8 2069
